,,,,SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
D,BigRiver,B,12,1,11:53:37,8/8/24,Manual gsw+F,LI-COR Default,,001,,,0.006537,2.018627,0.006516,0.121627,1.460157,1.453943,3.304618,1.844461,14.366815,14.428214,32.653847,0.441786,7.5,PSF-00232_20240808115337_2ec,0,0,0,129.283554,549.00769,0.764514,0.5,0.8,1.690941,1,43.41,43.22,25.95,25.65,25.65,101.2,86.3,-12.4,114.4,6,3.87,11:52:50,8/8/24,-0.16,1,0,-0.005,-0.001,-0.06,-0.372,-0.183,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,544.966248,25,-3.068866,542.595154,544.610291,-2.015137,2.472755,2.481786,1.102232,0.580326,0.262614,-0.003584,0.128538,0.111681,129.283554,0.000632,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808115337_2ec,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,B,12,2,11:55:21,8/8/24,Manual gsw+F,LI-COR Default,,002,,,-0.058849,1.925484,-0.060704,-1.104738,1.408707,1.468784,3.208147,1.79944,14.515793,13.922055,31.705673,0.441786,7.5,PSF-00232_20240808115521_61d,0,0,0,117.766502,453.005035,0.740033,0.5,0.8,5.816588,1,42.15,43.95,25.84,25.15,25.15,101.19,81.1,-12.1,114.9,20,3.867,11:52:50,8/8/24,-0.16,1,0.001,0.001,-0.001,0.33,0.993,1.74,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,451.633575,25,-0.954033,450.371857,451.638,-1.266144,2.473839,2.479978,1.06695,0.580905,0.26378,-0.008072,0.139518,0.123452,117.766502,0.000628,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808115521_61d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,B,12,3,11:57:18,8/8/24,Manual gsw+F,LI-COR Default,,003,,,-0.047291,1.870166,-0.048517,-0.860267,1.431975,1.480537,3.185049,1.753074,14.632925,14.152963,31.479504,0.441786,7.5,PSF-00232_20240808115718_4b7,0,0,0,114.960548,464.083344,0.752285,0.5,0.8,1.117729,1,43.07,44.53,25.75,25.03,25.03,101.18,78.1,-12.3,115.8,4,3.865,11:52:50,8/8/24,-0.16,1,0.002,0.002,0.001,0.391,0.485,0.916,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,463.138458,25,-0.620303,462.017303,463.194519,-1.177216,2.474699,2.481342,1.046926,0.580492,0.264696,-0.008453,0.150623,0.110168,114.960548,0.000631,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808115718_4b7,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,1,12:35:36,8/8/24,Manual gsw+F,LI-COR Default,,001,,,-0.052225,1.864274,-0.05373,-1.143286,1.466119,1.530914,3.566061,2.099942,15.126753,14.48652,35.235752,0.441786,7.5,PSF-00232_20240808123536_331,0,0,0,233.471985,702.7677,0.667782,0.5,0.8,5.471576,1,38.81,40.52,27.92,26.94,26.94,101.21,77.7,-10.3,113.3,20,3.869,12:35:11,8/8/24,-0.19,1,0,0,-0.001,0.432,-0.495,0.918,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,691.803589,25,-10.563283,685.913086,687.63147,-1.718384,2.468391,2.474649,1.044832,0.58382,0.242801,-0.011917,0.159073,0.124148,233.471985,0.000638,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808123536_331,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,2,12:36:03,8/8/24,Manual gsw+F,LI-COR Default,,002,,,-0.09599,1.818934,-0.101338,-2.173405,1.395338,1.522526,3.513222,2.117884,15.044169,13.787412,34.714348,0.441786,7.5,PSF-00232_20240808123603_970,0,0,0,308.727264,1075.876709,0.713046,0.5,0.8,6.33798,1,36.86,40.22,27.96,26.68,26.68,101.2,75.3,-12.2,116.2,22,3.866,12:35:11,8/8/24,-0.19,1,0,0,-0.001,0.504,1.835,5.776,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,920.495178,25,-111.277222,912.235046,916.426575,-4.191528,2.467946,2.471757,1.028952,0.58063,0.242481,-0.015301,0.161841,0.125596,308.727264,0.000647,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808123603_970,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,3,12:36:44,8/8/24,Manual gsw+F,LI-COR Default,,003,,,-0.101738,1.761874,-0.107973,-2.18416,1.418128,1.551154,3.416515,1.998387,15.326549,14.012155,33.757698,0.441786,7.5,PSF-00232_20240808123644_6f5,0,0,0,112.792969,441.858734,0.744731,0.5,0.8,7.128601,1,37.46,40.97,27.96,26.21,26.21,101.21,72.4,-12.4,117.1,24,3.865,12:35:11,8/8/24,-0.19,1,0,0,0.001,0.227,0.425,1.241,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,437.472931,25,-3.797993,437.177185,436.416565,0.76062,2.469037,2.472641,1.009541,0.580346,0.242449,-0.020885,0.165754,0.127021,112.792969,0.000637,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808123644_6f5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,4,12:37:28,8/8/24,Manual gsw+F,LI-COR Default,,004,,,-0.099089,1.734714,-0.105092,-2.139515,1.426018,1.558859,3.436858,2.01084,15.403366,14.090741,33.960209,0.441786,7.5,PSF-00232_20240808123728_217,0,0,0,77.247261,295.642731,0.738714,0.5,0.8,9.007231,1,37.73,41.25,27.93,26.31,26.31,101.2,71,-12.8,118,30,3.863,12:35:11,8/8/24,-0.19,1,0,-0.001,0.001,0.297,0.496,1.127,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,287.516724,25,-6.455138,285.267944,286.393097,-1.125153,2.469447,2.473057,1.000516,0.579638,0.242744,-0.019344,0.169505,0.132484,77.247261,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808123728_217,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,5,12:38:02,8/8/24,Manual gsw+F,LI-COR Default,,005,,,-0.1022,1.71242,-0.108687,-2.324162,1.396993,1.543676,3.508631,2.111638,15.253486,13.804077,34.669758,0.441786,7.5,PSF-00232_20240808123802_04a,0,0,0,81.601738,345.330994,0.7637,0.5,0.8,7.926348,1,37,40.88,27.92,26.66,26.66,101.2,69.9,-12.8,118.3,26,3.862,12:35:11,8/8/24,-0.19,1,0,0.001,0.002,-0.607,-0.249,0.295,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,338.147522,25,-4.859037,338.683594,338.368439,0.315155,2.468912,2.471962,0.993207,0.579702,0.242873,-0.015074,0.172293,0.128702,81.601738,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808123802_04a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,6,12:38:30,8/8/24,Manual gsw+F,LI-COR Default,,006,,,-0.079222,1.714657,-0.08306,-1.887533,1.442914,1.561794,3.684478,2.241563,15.432365,14.257692,36.406982,0.441786,7.5,PSF-00232_20240808123830_4f3,0,0,0,110.630394,243.305588,0.545303,0.5,0.8,80.711143,1,38.21,41.36,27.91,27.49,27.49,101.2,70,-12.4,117.7,370,3.859,12:35:11,8/8/24,-0.19,1,0.001,0,-0.001,3.476,2.669,-3.666,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,231.471069,25,-8.136485,230.850571,231.646744,-0.796173,2.469611,2.473768,0.993936,0.580302,0.242876,-0.005239,0.174662,0.415553,110.630394,0.000625,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808123830_4f3,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,7,12:40:18,8/8/24,Manual gsw+F,LI-COR Default,,007,,,-0.054764,1.70542,-0.05658,-1.056073,1.527803,1.59471,3.371161,1.843358,15.75649,15.095414,33.308655,0.441786,7.5,PSF-00232_20240808124018_3b8,0,0,0,93.943832,429.734344,0.781391,0.5,0.8,12.500291,1,40.48,42.25,27.91,25.98,25.98,101.21,69.5,-12.6,118.2,40,3.858,12:35:11,8/8/24,-0.19,1,0.001,0.001,0,0.031,0.204,0.809,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,409.702057,25,-14.375787,406.559601,409.135162,-2.575562,2.470907,2.477113,0.99093,0.579916,0.242954,-0.022895,0.18389,0.140413,93.943832,0.000647,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808124018_3b8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,8,12:40:46,8/8/24,Manual gsw+F,LI-COR Default,,008,,,-0.054626,1.712376,-0.056426,-0.9905,1.541103,1.603528,3.275329,1.734226,15.844785,15.227955,32.364189,0.441786,7.5,PSF-00232_20240808124046_9cf,0,0,0,73.919174,350.50824,0.789109,0.5,0.8,14.881627,1,40.91,42.57,27.87,25.5,25.5,101.2,69.9,-13.1,118.7,47,3.857,12:35:11,8/8/24,-0.19,1,-0.002,-0.002,0.002,0.397,0.359,0.535,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,341.70163,25,-6.079692,342.692627,341.7966,0.896027,2.471375,2.477756,0.993192,0.579145,0.243281,-0.028145,0.18617,0.146376,73.919174,0.000649,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808124046_9cf,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,9,12:41:25,8/8/24,Manual gsw+F,LI-COR Default,,009,,,-0.098592,1.718072,-0.104595,-2.100105,1.394454,1.52647,3.37869,1.984237,15.082133,13.777755,33.382809,0.441786,7.5,PSF-00232_20240808124125_75e,0,0,0,193.257812,733.887939,0.736666,0.5,0.8,7.336701,1,37.17,40.69,27.8,26.02,26.02,101.21,70.1,-11.5,116.3,25,3.854,12:35:11,8/8/24,-0.19,1,0,0,0.001,0.175,0.484,1.374,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,703.494812,25,-21.656181,697.102905,702.856628,-5.753723,2.468662,2.472248,0.995052,0.58191,0.243963,-0.021208,0.189146,0.127828,193.257812,0.000657,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808124125_75e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,13,1,12:57:44,8/8/24,Manual gsw+F,LI-COR Default,,001,,,-0.065479,1.779213,-0.067981,-1.595078,1.455194,1.551114,3.768435,2.313241,15.327214,14.379387,37.237503,0.441786,7.5,PSF-00232_20240808125744_460,0,0,0,120.311378,537.889038,0.776327,0.5,0.8,0.621271,1,37.52,40,28.37,27.88,27.88,101.2,73.3,-11.3,115.5,2,3.852,12:56:24,8/8/24,0.05,1,-0.001,-0.002,-0.002,0.187,0.05,0.213,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,519.085022,25,-12.946551,513.463135,519.33783,-5.874695,2.467526,2.472298,1.015374,0.58214,0.238512,-0.006152,0.179823,0.108739,120.36216,0.000637,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808125744_460,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,13,2,12:59:03,8/8/24,Manual gsw+F,LI-COR Default,,002,,,-0.061838,1.72859,-0.064133,-1.488456,1.471356,1.564131,3.759278,2.287922,15.456717,14.539921,37.149128,0.441786,7.5,PSF-00232_20240808125903_76d,0,0,0,113.106964,473.507843,0.76113,0.5,0.8,8.189743,1,38,40.39,28.35,27.84,27.84,101.19,70.7,-12.3,117.5,27,3.849,12:56:24,8/8/24,0.05,1,-0.001,-0.001,0.001,0.145,0.207,0.502,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,461.889984,25,-8.092955,458.253967,461.911377,-3.65741,2.468108,2.473004,0.9985,0.580408,0.238752,-0.006342,0.186959,0.129497,113.106964,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808125903_76d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,13,3,13:00:17,8/8/24,Manual gsw+F,LI-COR Default,,003,,,-0.070906,1.724429,-0.073946,-1.577611,1.438461,1.537127,3.544406,2.105945,15.188742,14.213796,35.02317,0.441786,7.5,PSF-00232_20240808130017_7c8,0,0,0,161.587708,577.538818,0.720213,0.5,0.8,1.620021,1,37.16,39.71,28.34,26.83,26.83,101.2,70.5,-12.3,117.5,6,3.848,12:56:24,8/8/24,0.05,1,0.001,0.002,0.002,0.554,1.23,3.097,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,574.233032,25,-2.281698,571.399597,574.269348,-2.869751,2.467112,2.471764,0.997133,0.580424,0.238811,-0.018146,0.193268,0.111759,161.587708,0.000629,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808130017_7c8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,1,14:12:22,8/8/24,Manual gsw+F,LI-COR Default,,001,,,-0.013726,2.048043,-0.013818,-0.28413,1.448494,1.462675,3.470423,2.021929,14.511496,14.370802,34.430767,0.441786,7.5,PSF-00232_20240808141222_3e6,0,0,0,130.994797,507.816559,0.742043,0.5,0.8,5.382155,1,39.32,39.71,27.49,26.48,26.48,100.79,87.9,-11.3,112.8,18,3.853,14:12:02,8/8/24,0.09,1,-0.001,0,-0.001,0.396,0.977,2.338,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,507.816559,25,2.180128,508.896942,510.940491,-2.043549,2.467292,2.475095,1.113814,0.582216,0.247001,-0.012182,0.137594,0.122188,130.994797,0.000635,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141222_3e6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,2,14:13:08,8/8/24,Manual gsw+F,LI-COR Default,,002,,,-0.038925,1.909601,-0.039735,-0.872271,1.466333,1.514072,3.623406,2.157073,15.019472,14.545909,35.943901,0.441786,7.5,PSF-00232_20240808141308_50e,0,0,0,187.826508,682.697876,0.724876,0.5,0.8,3.170371,1,39.74,41.04,27.52,27.21,27.21,100.81,80.2,-11.1,113.8,11,3.849,14:12:02,8/8/24,0.09,1,-0.001,-0.001,-0.003,-0.028,-0.155,-0.664,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,671.833252,25,-8.920025,666.785706,669.916321,-3.130615,2.469225,2.475707,1.061133,0.582546,0.246724,-0.003877,0.143059,0.116186,187.826508,0.000656,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141308_50e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,3,14:13:40,8/8/24,Manual gsw+F,LI-COR Default,,003,,,-0.04645,1.865157,-0.047636,-1.022327,1.46177,1.519439,3.57093,2.109159,15.074587,14.502446,35.427738,0.441786,7.5,PSF-00232_20240808141340_d7a,0,0,0,113.665581,424.404846,0.732176,0.5,0.8,3.34163,1,39.56,41.13,27.54,26.96,26.96,100.79,77.8,-12,115.4,11,3.848,14:12:02,8/8/24,0.09,1,-0.001,-0.001,0,-0.327,0.651,0.683,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,424.404846,25,1.483648,424.786804,426.530792,-1.743988,2.469351,2.47544,1.045145,0.581044,0.246497,-0.00709,0.146416,0.116583,113.665581,0.000654,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141340_d7a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,4,14:14:12,8/8/24,Manual gsw+F,LI-COR Default,,004,,,-0.04526,1.839126,-0.046402,-0.98137,1.471742,1.528099,3.550457,2.078714,15.160018,14.600909,35.223484,0.441786,7.5,PSF-00232_20240808141412_880,0,0,0,176.570541,642.825745,0.725321,0.5,0.8,11.990511,1,39.77,41.29,27.57,26.86,26.86,100.8,76.4,-12.4,116.3,41,3.847,14:12:02,8/8/24,0.09,1,-0.001,-0.002,0.003,0.463,0.676,0.646,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,642.825745,25,-0.925013,641.162048,641.500305,-0.338257,2.469582,2.47573,1.035973,0.580286,0.246208,-0.008596,0.149643,0.141525,176.570541,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141412_880,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,5,14:14:31,8/8/24,Manual gsw+F,LI-COR Default,,005,,,-0.040303,1.840011,-0.041206,-0.872023,1.490242,1.540278,3.569773,2.07953,15.28137,14.784956,35.416344,0.441786,7.5,PSF-00232_20240808141431_aad,0,0,0,137.359863,526.579346,0.739147,0.5,0.8,6.648998,1,40.22,41.57,27.59,26.96,26.96,100.79,76.5,-12.8,116.8,22,3.846,14:12:02,8/8/24,0.09,1,0,-0.001,-0.001,1.749,2.823,2.425,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,521.928162,25,-3.899564,519.401184,520.991638,-1.590454,2.469982,2.47639,1.036283,0.579585,0.246005,-0.007757,0.151498,0.125819,137.359863,0.00064,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141431_aad,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,6,14:14:54,8/8/24,Manual gsw+F,LI-COR Default,,006,,,-0.023987,1.828909,-0.024306,-0.530157,1.538544,1.569184,3.680159,2.141615,15.568037,15.264052,36.51123,0.441786,7.5,PSF-00232_20240808141454_3cc,0,0,0,116.216187,412.518982,0.718277,0.5,0.8,15.653287,1,41.43,42.25,27.63,27.47,27.47,100.8,75.9,-12.5,116.4,54,3.845,14:12:02,8/8/24,0.09,1,0,-0.001,-0.001,2.302,9.478,3.8,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,407.912506,25,-2.767783,410.280334,408.553009,1.727325,2.470966,2.478158,1.032411,0.580207,0.245625,-0.00208,0.153783,0.152491,117.284058,0.000649,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141454_3cc,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,7,14:15:27,8/8/24,Manual gsw+F,LI-COR Default,,007,,,-0.023154,1.819175,-0.023452,-0.663576,1.520837,1.559458,4.29084,2.770003,15.470243,15.087105,42.566277,0.441786,7.5,PSF-00232_20240808141527_d3b,0,0,0,83.83477,116.344727,0.279428,0.5,0.8,126.929764,1,40.73,41.76,27.72,30.12,30.12,100.8,75.4,-11.9,115.8,1136,3.844,14:12:02,8/8/24,0.09,1,0.001,0.001,0.001,0.126,0.193,-0.76,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,111.087082,25,-3.659242,110.537407,111.101364,-0.563957,2.470234,2.477112,1.029036,0.581144,0.244719,0.028726,0.157081,1.053805,83.83477,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141527_d3b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,8,14:15:55,8/8/24,Manual gsw+F,LI-COR Default,,008,,,-0.040076,1.810544,-0.040984,-0.992854,1.483428,1.541586,3.860758,2.37733,15.292756,14.715818,38.299274,0.441786,7.5,PSF-00232_20240808141555_4e0,0,0,0,108.390572,287.305786,0.622734,0.5,0.8,125.17086,1,39.57,41.12,27.79,28.3,28.3,100.81,74.9,-12.2,116.3,503,3.842,14:12:02,8/8/24,0.09,1,0,0,0,5.221,-1.118,9.473,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,251.377701,25,-26.845322,238.741638,248.838882,-10.097244,2.469286,2.475391,1.026059,0.580652,0.244061,0.005777,0.159775,0.525994,108.390572,0.000636,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141555_4e0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,C,14,9,14:16:17,8/8/24,Manual gsw+F,LI-COR Default,,009,,,-0.045188,1.807646,-0.046346,-0.959043,1.485443,1.541737,3.519752,2.034309,15.2933,14.734889,34.914276,0.441786,7.5,PSF-00232_20240808141617_56d,0,0,0,113.141655,477.088074,0.76285,0.5,0.8,11.956537,1,39.52,41.02,27.83,26.72,26.72,100.81,74.8,-12.3,116.5,39,3.841,14:12:02,8/8/24,0.09,1,0,0,-9999,0.236,0.427,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,471.816315,25,-3.482401,475.460876,472.098114,3.362762,2.469134,2.475317,1.025063,0.580416,0.243648,-0.013481,0.161865,0.139737,113.141655,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808141617_56d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,C,14,1,14:31:28,8/8/24,Manual gsw+F,LI-COR Default,,001,,,-0.007158,2.017044,-0.007184,-0.169836,1.483426,1.492073,3.803637,2.320211,14.804296,14.718496,37.739548,0.441786,7.5,PSF-00232_20240808143128_8e6,0,0,0,143.676636,541.584717,0.734711,0.5,0.8,1.385614,1,39.31,39.54,27.9,28.04,28.04,100.79,86.2,-12.6,114.6,5,3.841,14:31:00,8/8/24,0.13,1,-0.001,-0.002,-0.004,0.698,1.375,2.921,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,527.821533,25,-10.570538,520.638916,526.43811,-5.799194,2.466962,2.474927,1.101615,0.580012,0.242997,0.001396,0.178907,0.111002,143.676636,0.000659,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808143128_8e6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,C,14,2,14:32:35,8/8/24,Manual gsw+F,LI-COR Default,,002,,,-0.038585,1.842731,-0.03941,-0.958181,1.481295,1.536177,3.86689,2.385595,15.240642,14.696157,38.364006,0.441786,7.5,PSF-00232_20240808143235_d46,0,0,0,221.617706,557.328552,0.602357,0.5,0.8,6.830502,1,38.99,40.43,28.02,28.32,28.32,100.79,76.6,-12.6,116.4,28,3.838,14:31:00,8/8/24,0.13,1,-0.002,-0.002,-0.005,0.822,0.829,1.801,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,552.674194,25,-3.993879,549.043884,551.605713,-2.561829,2.468238,2.474422,1.037235,0.580033,0.241867,0.003369,0.186038,0.130705,221.617706,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240808143235_d46,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
